股票代码,股票名称,匹配度,最佳买点日期,最佳买点价格,当前价格,市值,核心特征匹配,特征
603956,威派格,0.916,2025-12-31,6.46,6.46,36.82,{},"{'起点当周量比': 0.59, '起点前10周均量': 325241.0, '起点前20周均量': 344422.0, '起点前40周均量': 255649.0, '成交量萎缩程度': 0.94, '起点前40周最大量': 1024067.0, '最大量对应最低价': 5.98, '最大量对应日期': '2024-12-20', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 3.68, '起点量比最大量': 0.19, '价格相对位置': 51.17, '相对高点跌幅': 20.22, '起点前20周最高价': 7.22, '起点前20周最低价': 4.23, '起点前40周最高价': 7.22, '起点前40周最低价': 4.23, '起点前20周波动幅度': 70.69, '价格相对MA5': 9.42, 'MA5值': 5.26, '价格相对MA10': 1.78, 'MA10值': 5.66, '价格相对MA20': 5.89, 'MA20值': 5.44, '价格相对MA40': 7.29, 'MA40值': 5.37, 'MA20斜率': 6.47, '起点前20周量价相关系数': -0.053, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 33.2, '起点前20周波动率': 53.67, '90%成本集中度': 16.87, '筹码集中度': 66.37, '盈利筹码比例': 59.83, '起点价格': 5.76, '起点日期': '2025-02-07'}"
603687,大胜达,0.915,2025-12-31,9.53,9.53,52.42,{},"{'起点当周量比': 3.16, '起点前10周均量': 333685.0, '起点前20周均量': 337014.0, '起点前40周均量': 321563.0, '成交量萎缩程度': 0.99, '起点前40周最大量': 1229388.0, '最大量对应最低价': 7.95, '最大量对应日期': '2024-05-24', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 1.51, '起点量比最大量': 0.86, '价格相对位置': 73.36, '相对高点跌幅': 9.38, '起点前20周最高价': 8.64, '起点前20周最低价': 5.6, '起点前40周最高价': 11.22, '起点前40周最低价': 5.5, '起点前20周波动幅度': 54.29, '价格相对MA5': 9.6, 'MA5值': 7.14, '价格相对MA10': 3.63, 'MA10值': 7.56, '价格相对MA20': 11.03, 'MA20值': 7.05, '价格相对MA40': 5.82, 'MA40值': 7.4, 'MA20斜率': 15.75, '起点前20周量价相关系数': 0.042, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 24.55, '起点前20周波动率': 44.46, '90%成本集中度': 18.13, '筹码集中度': 43.32, '盈利筹码比例': 84.58, '起点价格': 7.83, '起点日期': '2025-01-24'}"
000156,华数传媒,0.914,2025-12-31,7.57,7.57,128.68,{},"{'起点当周量比': 0.63, '起点前10周均量': 834950.0, '起点前20周均量': 805832.0, '起点前40周均量': 604084.0, '成交量萎缩程度': 1.04, '起点前40周最大量': 1738647.0, '最大量对应最低价': 7.52, '最大量对应日期': '2024-12-13', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 2.79, '起点量比最大量': 0.3, '价格相对位置': 56.04, '相对高点跌幅': 14.1, '起点前20周最高价': 8.51, '起点前20周最低价': 5.78, '起点前40周最高价': 8.51, '起点前40周最低价': 5.36, '起点前20周波动幅度': 47.23, '价格相对MA5': 8.39, 'MA5值': 6.74, '价格相对MA10': 1.37, 'MA10值': 7.21, '价格相对MA20': 3.38, 'MA20值': 7.07, '价格相对MA40': 10.8, 'MA40值': 6.6, 'MA20斜率': 0.99, '起点前20周量价相关系数': 0.102, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 29.04, '起点前20周波动率': 39.32, '90%成本集中度': 16.43, '筹码集中度': 53.65, '盈利筹码比例': 60.78, '起点价格': 7.31, '起点日期': '2025-02-07'}"
002644,佛慈制药,0.914,2025-12-31,8.64,8.64,44.12,{},"{'起点当周量比': 0.29, '起点前10周均量': 317486.0, '起点前20周均量': 366224.0, '起点前40周均量': 277321.0, '成交量萎缩程度': 0.87, '起点前40周最大量': 1172081.0, '最大量对应最低价': 8.4, '最大量对应日期': '2024-12-13', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 5.48, '起点量比最大量': 0.08, '价格相对位置': 47.73, '相对高点跌幅': 19.8, '起点前20周最高价': 9.9, '起点前20周最低价': 6.15, '起点前40周最高价': 9.9, '起点前40周最低价': 6.14, '起点前20周波动幅度': 60.98, '价格相对MA5': 3.25, 'MA5值': 7.69, '价格相对MA10': -2.16, 'MA10值': 8.11, '价格相对MA20': 0.32, 'MA20值': 7.92, '价格相对MA40': 7.47, 'MA40值': 7.39, 'MA20斜率': 5.84, '起点前20周量价相关系数': 0.446, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 22.43, '起点前20周波动率': 44.18, '90%成本集中度': 17.4, '筹码集中度': 68.75, '盈利筹码比例': 56.23, '起点价格': 7.94, '起点日期': '2025-02-07'}"
600099,林海股份,0.913,2025-12-31,10.45,10.45,22.9,{},"{'起点当周量比': 0.5, '起点前10周均量': 207380.0, '起点前20周均量': 285646.0, '起点前40周均量': 273161.0, '成交量萎缩程度': 0.73, '起点前40周最大量': 1000293.0, '最大量对应最低价': 6.99, '最大量对应日期': '2024-08-02', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.1, '价格相对位置': 56.25, '相对高点跌幅': 15.16, '起点前20周最高价': 11.08, '起点前20周最低价': 7.24, '起点前40周最高价': 11.08, '起点前40周最低价': 6.14, '起点前20周波动幅度': 53.04, '价格相对MA5': 7.82, 'MA5值': 8.72, '价格相对MA10': 1.41, 'MA10值': 9.27, '价格相对MA20': 3.14, 'MA20值': 9.11, '价格相对MA40': 15.37, 'MA40值': 8.15, 'MA20斜率': 3.0, '起点前20周量价相关系数': 0.142, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 28.75, '起点前20周波动率': 38.44, '90%成本集中度': 14.41, '筹码集中度': 63.49, '盈利筹码比例': 62.89, '起点价格': 9.4, '起点日期': '2025-02-07'}"
688485,九州一轨,0.913,2025-12-31,17.84,17.84,15.83,{},"{'起点当周量比': 2.95, '起点前10周均量': 66358.0, '起点前20周均量': 64904.0, '起点前40周均量': 49324.0, '成交量萎缩程度': 1.02, '起点前40周最大量': 141617.0, '最大量对应最低价': 8.63, '最大量对应日期': '2024-10-11', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 1.38, '价格相对位置': 59.17, '相对高点跌幅': 13.41, '起点前20周最高价': 10.96, '起点前20周最低价': 7.36, '起点前40周最高价': 10.96, '起点前40周最低价': 6.85, '起点前20周波动幅度': 48.91, '价格相对MA5': 9.94, 'MA5值': 8.63, '价格相对MA10': 2.06, 'MA10值': 9.3, '价格相对MA20': 5.09, 'MA20值': 9.03, '价格相对MA40': 11.26, 'MA40值': 8.53, 'MA20斜率': 4.08, '起点前20周量价相关系数': 0.05, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 25.99, '起点前20周波动率': 36.46, '90%成本集中度': 14.35, '筹码集中度': 54.17, '盈利筹码比例': 74.63, '起点价格': 9.49, '起点日期': '2025-01-24'}"
300884,狄耐克,0.912,2025-12-31,14.8,14.8,28.33,{},"{'起点当周量比': 0.98, '起点前10周均量': 543655.0, '起点前20周均量': 517868.0, '起点前40周均量': 402337.0, '成交量萎缩程度': 1.05, '起点前40周最大量': 938269.0, '最大量对应最低价': 11.45, '最大量对应日期': '2024-12-06', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.57, '价格相对位置': 57.69, '相对高点跌幅': 17.9, '起点前20周最高价': 14.3, '起点前20周最低价': 8.25, '起点前40周最高价': 14.3, '起点前40周最低价': 7.29, '起点前20周波动幅度': 73.33, '价格相对MA5': 13.28, 'MA5值': 10.36, '价格相对MA10': 3.35, 'MA10值': 11.36, '价格相对MA20': 6.71, 'MA20值': 11.0, '价格相对MA40': 20.33, 'MA40值': 9.76, 'MA20斜率': -0.52, '起点前20周量价相关系数': 0.154, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 29.76, '起点前20周波动率': 42.78, '90%成本集中度': 16.41, '筹码集中度': 44.81, '盈利筹码比例': 68.81, '起点价格': 11.74, '起点日期': '2025-02-07'}"
300963,中洲特材,0.912,2025-12-31,20.78,20.78,60.14,{},"{'起点当周量比': 0.55, '起点前10周均量': 232668.0, '起点前20周均量': 323705.0, '起点前40周均量': 281436.0, '成交量萎缩程度': 0.72, '起点前40周最大量': 1003866.0, '最大量对应最低价': 6.55, '最大量对应日期': '2024-11-08', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.13, '价格相对位置': 61.32, '相对高点跌幅': 14.45, '起点前20周最高价': 7.68, '起点前20周最低价': 4.81, '起点前40周最高价': 7.68, '起点前40周最低价': 4.7, '起点前20周波动幅度': 59.67, '价格相对MA5': 6.28, 'MA5值': 6.18, '价格相对MA10': 2.46, 'MA10值': 6.41, '价格相对MA20': 3.43, 'MA20值': 6.35, '价格相对MA40': 13.16, 'MA40值': 5.81, 'MA20斜率': 5.39, '起点前20周量价相关系数': 0.179, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 16.07, '起点前20周波动率': 41.01, '90%成本集中度': 17.02, '筹码集中度': 67.75, '盈利筹码比例': 79.8, '起点价格': 6.57, '起点日期': '2025-02-07'}"
002908,德生科技,0.911,2025-12-31,10.53,10.53,33.89,{},"{'起点当周量比': 0.57, '起点前10周均量': 811679.0, '起点前20周均量': 854508.0, '起点前40周均量': 596360.0, '成交量萎缩程度': 0.95, '起点前40周最大量': 1615374.0, '最大量对应最低价': 9.36, '最大量对应日期': '2024-12-20', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 3.42, '起点量比最大量': 0.29, '价格相对位置': 46.81, '相对高点跌幅': 19.93, '起点前20周最高价': 11.29, '起点前20周最低价': 7.06, '起点前40周最高价': 11.29, '起点前40周最低价': 6.43, '起点前20周波动幅度': 59.92, '价格相对MA5': 10.89, 'MA5值': 8.15, '价格相对MA10': 0.07, 'MA10值': 9.03, '价格相对MA20': 0.39, 'MA20值': 9.0, '价格相对MA40': 8.54, 'MA40值': 8.33, 'MA20斜率': -5.28, '起点前20周量价相关系数': 0.285, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 39.35, '起点前20周波动率': 39.35, '90%成本集中度': 15.28, '筹码集中度': 47.1, '盈利筹码比例': 46.18, '起点价格': 9.04, '起点日期': '2025-02-07'}"
600784,鲁银投资,0.911,2025-12-31,6.98,6.98,47.16,{},"{'起点当周量比': 0.63, '起点前10周均量': 482545.0, '起点前20周均量': 504088.0, '起点前40周均量': 353085.0, '成交量萎缩程度': 0.96, '起点前40周最大量': 1444310.0, '最大量对应最低价': 6.09, '最大量对应日期': '2024-12-06', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 2.63, '起点量比最大量': 0.21, '价格相对位置': 59.43, '相对高点跌幅': 14.31, '起点前20周最高价': 6.92, '起点前20周最低价': 4.48, '起点前40周最高价': 6.92, '起点前40周最低价': 4.23, '起点前20周波动幅度': 54.46, '价格相对MA5': 4.96, 'MA5值': 5.65, '价格相对MA10': 0.07, 'MA10值': 5.93, '价格相对MA20': 2.62, 'MA20值': 5.78, '价格相对MA40': 12.73, 'MA40值': 5.26, 'MA20斜率': 5.37, '起点前20周量价相关系数': 0.477, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 17.65, '起点前20周波动率': 34.74, '90%成本集中度': 14.8, '筹码集中度': 65.1, '盈利筹码比例': 71.52, '起点价格': 5.93, '起点日期': '2025-02-07'}"
