股票代码,股票名称,匹配度,最佳买点日期,最佳买点价格,当前价格,市值,核心特征匹配,特征
300532,今天国际,0.725,2025-12-31,11.78,11.78,50.86,{},"{'起点当周量比': 0.56, '起点前10周均量': 765221.0, '起点前20周均量': 828107.0, '起点前40周均量': 556858.0, '成交量萎缩程度': 0.92, '起点前40周最大量': 1922498.0, '最大量对应最低价': 11.52, '最大量对应日期': '2024-11-29', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.22, '价格相对位置': 54.16, '相对高点跌幅': 18.06, '起点前20周最高价': 14.34, '起点前20周最低价': 8.69, '起点前40周最高价': 14.34, '起点前40周最低价': 6.79, '起点前20周波动幅度': 65.02, '价格相对MA5': 9.9, 'MA5值': 10.69, '价格相对MA10': 2.55, 'MA10值': 11.46, '价格相对MA20': 4.04, 'MA20值': 11.29, '价格相对MA40': 20.06, 'MA40值': 9.79, 'MA20斜率': -1.89, '起点前20周量价相关系数': 0.048, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 21.9, '起点前20周波动率': 38.86, '90%成本集中度': 15.84, '筹码集中度': 56.93, '盈利筹码比例': 79.37, '起点价格': 11.75, '起点日期': '2025-02-07'}"
002207,准油股份,0.724,2025-12-31,7.4,7.4,19.3,{},"{'起点当周量比': 1.84, '起点前10周均量': 541779.0, '起点前20周均量': 696377.0, '起点前40周均量': 717794.0, '成交量萎缩程度': 0.78, '起点前40周最大量': 2717848.0, '最大量对应最低价': 5.86, '最大量对应日期': '2024-04-12', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 6.31, '起点量比最大量': 0.37, '价格相对位置': 57.38, '相对高点跌幅': 15.54, '起点前20周最高价': 6.5, '起点前20周最低价': 4.13, '起点前40周最高价': 7.37, '起点前40周最低价': 3.72, '起点前20周波动幅度': 57.38, '价格相对MA5': 4.53, 'MA5值': 5.25, '价格相对MA10': -1.82, 'MA10值': 5.59, '价格相对MA20': 1.69, 'MA20值': 5.4, '价格相对MA40': 8.94, 'MA40值': 5.04, 'MA20斜率': 11.08, '起点前20周量价相关系数': 0.304, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 32.83, '起点前20周波动率': 47.73, '90%成本集中度': 17.92, '筹码集中度': 42.28, '盈利筹码比例': 65.0, '起点价格': 5.49, '起点日期': '2025-01-17'}"
002278,神开股份,0.721,2025-12-31,12.7,12.7,42.42,{},"{'起点当周量比': 2.64, '起点前10周均量': 519942.0, '起点前20周均量': 535285.0, '起点前40周均量': 774683.0, '成交量萎缩程度': 0.97, '起点前40周最大量': 3201271.0, '最大量对应最低价': 4.3, '最大量对应日期': '2024-08-02', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.43, '价格相对位置': 61.19, '相对高点跌幅': 13.64, '起点前20周最高价': 6.23, '起点前20周最低价': 4.04, '起点前40周最高价': 6.23, '起点前40周最低价': 3.73, '起点前20周波动幅度': 54.21, '价格相对MA5': 2.16, 'MA5值': 5.27, '价格相对MA10': -1.5, 'MA10值': 5.46, '价格相对MA20': 4.92, 'MA20值': 5.13, '价格相对MA40': 14.59, 'MA40值': 4.7, 'MA20斜率': 19.09, '起点前20周量价相关系数': 0.049, '起点当周价涨': 0, '起点当周量增': 1, '起点当周价涨量增': 0, '起点前10周波动率': 20.69, '起点前20周波动率': 43.37, '90%成本集中度': 17.08, '筹码集中度': 48.31, '盈利筹码比例': 68.33, '起点价格': 5.38, '起点日期': '2025-01-24'}"
301179,泽宇智能,0.721,2025-12-31,15.81,15.81,37.55,{},"{'起点当周量比': 0.82, '起点前10周均量': 242174.0, '起点前20周均量': 231146.0, '起点前40周均量': 233721.0, '成交量萎缩程度': 1.05, '起点前40周最大量': 700376.0, '最大量对应最低价': 14.09, '最大量对应日期': '2024-05-31', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.28, '价格相对位置': 53.28, '相对高点跌幅': 16.52, '起点前20周最高价': 18.1, '起点前20周最低价': 11.7, '起点前40周最高价': 18.1, '起点前40周最低价': 10.88, '起点前20周波动幅度': 54.7, '价格相对MA5': 8.11, 'MA5值': 13.98, '价格相对MA10': 2.04, 'MA10值': 14.81, '价格相对MA20': 3.91, 'MA20值': 14.54, '价格相对MA40': 7.45, 'MA40值': 14.06, 'MA20斜率': 0.66, '起点前20周量价相关系数': 0.205, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 24.07, '起点前20周波动率': 39.7, '90%成本集中度': 16.56, '筹码集中度': 50.23, '盈利筹码比例': 65.55, '起点价格': 15.11, '起点日期': '2025-02-07'}"
600831,广电网络,0.721,2025-12-31,4.2,4.2,29.86,{},"{'起点当周量比': 0.38, '起点前10周均量': 423618.0, '起点前20周均量': 668740.0, '起点前40周均量': 733873.0, '成交量萎缩程度': 0.63, '起点前40周最大量': 2485379.0, '最大量对应最低价': 1.76, '最大量对应日期': '2024-07-26', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.07, '价格相对位置': 55.86, '相对高点跌幅': 15.71, '起点前20周最高价': 3.12, '起点前20周最低价': 2.01, '起点前40周最高价': 3.99, '起点前40周最低价': 1.76, '起点前20周波动幅度': 55.22, '价格相对MA5': 7.79, 'MA5值': 2.44, '价格相对MA10': -0.42, 'MA10值': 2.64, '价格相对MA20': 3.54, 'MA20值': 2.54, '价格相对MA40': 1.7, 'MA40值': 2.59, 'MA20斜率': 7.68, '起点前20周量价相关系数': -0.001, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 30.57, '起点前20周波动率': 44.44, '90%成本集中度': 17.03, '筹码集中度': 51.7, '盈利筹码比例': 60.87, '起点价格': 2.63, '起点日期': '2025-02-07'}"
603105,芯能科技,0.721,2025-12-31,9.19,9.19,45.95,{},"{'起点当周量比': 0.46, '起点前10周均量': 555414.0, '起点前20周均量': 596261.0, '起点前40周均量': 659490.0, '成交量萎缩程度': 0.93, '起点前40周最大量': 2657955.0, '最大量对应最低价': 8.67, '最大量对应日期': '2024-05-31', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 3.69, '起点量比最大量': 0.1, '价格相对位置': 50.0, '相对高点跌幅': 15.57, '起点前20周最高价': 9.89, '起点前20周最低价': 6.81, '起点前40周最高价': 11.3, '起点前40周最低价': 6.81, '起点前20周波动幅度': 45.23, '价格相对MA5': 5.03, 'MA5值': 7.95, '价格相对MA10': -1.6, 'MA10值': 8.49, '价格相对MA20': -1.05, 'MA20值': 8.44, '价格相对MA40': -0.27, 'MA40值': 8.37, 'MA20斜率': -0.33, '起点前20周量价相关系数': 0.339, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 24.74, '起点前20周波动率': 35.43, '90%成本集中度': 15.05, '筹码集中度': 63.43, '盈利筹码比例': 54.44, '起点价格': 8.35, '起点日期': '2025-02-07'}"
002890,弘宇股份,0.72,2025-12-31,14.6,14.6,23.58,{},"{'起点当周量比': 0.67, '起点前10周均量': 80946.0, '起点前20周均量': 83137.0, '起点前40周均量': 90873.0, '成交量萎缩程度': 0.97, '起点前40周最大量': 456449.0, '最大量对应最低价': 8.25, '最大量对应日期': '2024-08-16', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.12, '价格相对位置': 60.24, '相对高点跌幅': 13.68, '起点前20周最高价': 12.06, '起点前20周最低价': 7.91, '起点前40周最高价': 12.06, '起点前40周最低价': 6.98, '起点前20周波动幅度': 52.47, '价格相对MA5': 6.64, 'MA5值': 9.76, '价格相对MA10': -0.45, 'MA10值': 10.46, '价格相对MA20': 1.88, 'MA20值': 10.22, '价格相对MA40': 11.6, 'MA40值': 9.33, 'MA20斜率': 5.65, '起点前20周量价相关系数': -0.011, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 27.61, '起点前20周波动率': 43.7, '90%成本集中度': 16.12, '筹码集中度': 40.96, '盈利筹码比例': 62.75, '起点价格': 10.41, '起点日期': '2025-02-07'}"
002104,恒宝股份,0.719,2025-12-31,21.61,21.61,129.59,{},"{'起点当周量比': 0.38, '起点前10周均量': 817290.0, '起点前20周均量': 1114988.0, '起点前40周均量': 821430.0, '成交量萎缩程度': 0.73, '起点前40周最大量': 2908067.0, '最大量对应最低价': 5.19, '最大量对应日期': '2024-09-13', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.11, '价格相对位置': 57.42, '相对高点跌幅': 16.16, '起点前20周最高价': 8.17, '起点前20周最低价': 5.07, '起点前40周最高价': 8.17, '起点前40周最低价': 4.67, '起点前20周波动幅度': 61.14, '价格相对MA5': 7.74, 'MA5值': 6.36, '价格相对MA10': -2.32, 'MA10值': 7.01, '价格相对MA20': -0.09, 'MA20值': 6.86, '价格相对MA40': 12.51, 'MA40值': 6.09, 'MA20斜率': 1.21, '起点前20周量价相关系数': 0.219, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 31.23, '起点前20周波动率': 45.22, '90%成本集中度': 18.32, '筹码集中度': 54.08, '盈利筹码比例': 57.32, '起点价格': 6.85, '起点日期': '2025-02-07'}"
002378,章源钨业,0.719,2025-12-31,14.18,14.18,169.47,{},"{'起点当周量比': 0.56, '起点前10周均量': 984313.0, '起点前20周均量': 1093099.0, '起点前40周均量': 970376.0, '成交量萎缩程度': 0.9, '起点前40周最大量': 3324035.0, '最大量对应最低价': 6.94, '最大量对应日期': '2024-11-08', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 1.44, '起点量比最大量': 0.17, '价格相对位置': 55.84, '相对高点跌幅': 15.03, '起点前20周最高价': 8.05, '起点前20周最低价': 5.31, '起点前40周最高价': 8.05, '起点前40周最低价': 4.93, '起点前20周波动幅度': 51.6, '价格相对MA5': 5.43, 'MA5值': 6.49, '价格相对MA10': 0.75, 'MA10值': 6.79, '价格相对MA20': 1.84, 'MA20值': 6.72, '价格相对MA40': 9.18, 'MA40值': 6.26, 'MA20斜率': 3.28, '起点前20周量价相关系数': 0.142, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 24.8, '起点前20周波动率': 36.04, '90%成本集中度': 12.86, '筹码集中度': 67.12, '盈利筹码比例': 57.84, '起点价格': 6.84, '起点日期': '2025-02-07'}"
002144,宏达高科,0.718,2025-12-31,12.69,12.69,17.47,{},"{'起点当周量比': 0.79, '起点前10周均量': 192538.0, '起点前20周均量': 197353.0, '起点前40周均量': 162266.0, '成交量萎缩程度': 0.98, '起点前40周最大量': 535148.0, '最大量对应最低价': 11.28, '最大量对应日期': '2024-12-13', '是否跌破最大量最低价': 1, '相对最大量最低价跌幅': 7.8, '起点量比最大量': 0.28, '价格相对位置': 55.45, '相对高点跌幅': 15.31, '起点前20周最高价': 12.28, '起点前20周最低价': 8.06, '起点前40周最高价': 12.28, '起点前40周最低价': 7.85, '起点前20周波动幅度': 52.36, '价格相对MA5': 6.01, 'MA5值': 9.81, '价格相对MA10': -0.73, 'MA10值': 10.48, '价格相对MA20': 2.64, 'MA20值': 10.13, '价格相对MA40': 11.37, 'MA40值': 9.34, 'MA20斜率': 4.25, '起点前20周量价相关系数': 0.431, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 19.86, '起点前20周波动率': 38.14, '90%成本集中度': 16.02, '筹码集中度': 63.12, '盈利筹码比例': 62.81, '起点价格': 10.4, '起点日期': '2025-02-07'}"
