股票代码,股票名称,匹配度,最佳买点日期,最佳买点价格,当前价格,市值,核心特征匹配,特征
002817,黄山胶囊,0.987,2025-12-31,7.6,7.6,22.04,{},"{'起点当周量比': 2.27, '起点前10周均量': 372704.0, '起点前20周均量': 298821.0, '起点前40周均量': 235202.0, '成交量萎缩程度': 1.25, '起点前40周最大量': 965395.0, '最大量对应最低价': 6.29, '最大量对应日期': '2024-11-15', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.88, '价格相对位置': 60.68, '相对高点跌幅': 12.74, '起点前20周最高价': 7.22, '起点前20周最低价': 4.88, '起点前40周最高价': 7.22, '起点前40周最低价': 4.85, '起点前20周波动幅度': 47.95, '价格相对MA5': -2.33, 'MA5值': 6.45, '价格相对MA10': -2.72, 'MA10值': 6.48, '价格相对MA20': 4.4, 'MA20值': 6.03, '价格相对MA40': 7.66, 'MA40值': 5.85, 'MA20斜率': 23.37, '起点前20周量价相关系数': 0.074, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 15.12, '起点前20周波动率': 37.23, '90%成本集中度': 15.41, '筹码集中度': 69.05, '盈利筹码比例': 66.49, '起点价格': 6.3, '起点日期': '2025-01-17'}"
603798,康普顿,0.987,2025-12-31,16.51,16.51,42.34,{},"{'起点当周量比': 0.45, '起点前10周均量': 316788.0, '起点前20周均量': 261092.0, '起点前40周均量': 201556.0, '成交量萎缩程度': 1.21, '起点前40周最大量': 604945.0, '最大量对应最低价': 8.32, '最大量对应日期': '2025-01-10', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.23, '价格相对位置': 70.57, '相对高点跌幅': 9.37, '起点前20周最高价': 9.93, '起点前20周最低价': 6.77, '起点前40周最高价': 10.2, '起点前40周最低价': 6.77, '起点前20周波动幅度': 46.68, '价格相对MA5': 1.31, 'MA5值': 8.88, '价格相对MA10': 0.44, 'MA10值': 8.96, '价格相对MA20': 5.75, 'MA20值': 8.51, '价格相对MA40': 7.56, 'MA40值': 8.37, 'MA20斜率': 14.57, '起点前20周量价相关系数': 0.021, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 6.41, '起点前20周波动率': 33.43, '90%成本集中度': 14.22, '筹码集中度': 56.84, '盈利筹码比例': 87.12, '起点价格': 9.0, '起点日期': '2025-02-07'}"
603926,铁流股份,0.987,2025-12-31,17.07,17.07,39.4,{},"{'起点当周量比': 1.27, '起点前10周均量': 194481.0, '起点前20周均量': 163771.0, '起点前40周均量': 128428.0, '成交量萎缩程度': 1.19, '起点前40周最大量': 378701.0, '最大量对应最低价': 9.4, '最大量对应日期': '2025-02-21', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.65, '价格相对位置': 78.55, '相对高点跌幅': 7.83, '起点前20周最高价': 11.75, '起点前20周最低价': 7.46, '起点前40周最高价': 11.75, '起点前40周最低价': 6.99, '起点前20周波动幅度': 57.51, '价格相对MA5': 13.71, 'MA5值': 9.52, '价格相对MA10': 8.65, 'MA10值': 9.97, '价格相对MA20': 13.71, 'MA20值': 9.52, '价格相对MA40': 21.54, 'MA40值': 8.91, 'MA20斜率': 9.47, '起点前20周量价相关系数': 0.083, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 25.99, '起点前20周波动率': 36.7, '90%成本集中度': 12.45, '筹码集中度': 56.75, '盈利筹码比例': 90.94, '起点价格': 10.83, '起点日期': '2025-05-09'}"
002088,鲁阳节能,0.986,2025-12-31,10.47,10.47,52.96,{},"{'起点当周量比': 1.67, '起点前10周均量': 176550.0, '起点前20周均量': 159604.0, '起点前40周均量': 154325.0, '成交量萎缩程度': 1.11, '起点前40周最大量': 361061.0, '最大量对应最低价': 10.79, '最大量对应日期': '2025-06-13', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.82, '价格相对位置': 62.7, '相对高点跌幅': 7.11, '起点前20周最高价': 12.79, '起点前20周最低价': 10.35, '起点前40周最高价': 12.79, '起点前40周最低价': 10.35, '起点前20周波动幅度': 23.57, '价格相对MA5': 8.16, 'MA5值': 10.98, '价格相对MA10': 9.41, 'MA10值': 10.86, '价格相对MA20': 6.53, 'MA20值': 11.15, '价格相对MA40': 4.44, 'MA40值': 11.37, 'MA20斜率': -7.62, '起点前20周量价相关系数': -0.148, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 8.02, '起点前20周波动率': 18.72, '90%成本集中度': 6.18, '筹码集中度': 55.8, '盈利筹码比例': 71.94, '起点价格': 11.88, '起点日期': '2025-08-15'}"
002825,纳尔股份,0.986,2025-12-31,11.49,11.49,29.48,{},"{'起点当周量比': 1.81, '起点前10周均量': 333042.0, '起点前20周均量': 342804.0, '起点前40周均量': 270844.0, '成交量萎缩程度': 0.97, '起点前40周最大量': 768568.0, '最大量对应最低价': 7.79, '最大量对应日期': '2025-01-24', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.79, '价格相对位置': 56.25, '相对高点跌幅': 11.72, '起点前20周最高价': 9.56, '起点前20周最低价': 7.0, '起点前40周最高价': 9.56, '起点前40周最低价': 5.49, '起点前20周波动幅度': 36.57, '价格相对MA5': -2.52, 'MA5值': 8.66, '价格相对MA10': -0.47, 'MA10值': 8.48, '价格相对MA20': 2.85, 'MA20值': 8.21, '价格相对MA40': 15.28, 'MA40值': 7.32, 'MA20斜率': 8.5, '起点前20周量价相关系数': 0.146, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 11.43, '起点前20周波动率': 22.37, '90%成本集中度': 9.67, '筹码集中度': 55.4, '盈利筹码比例': 67.68, '起点价格': 8.44, '起点日期': '2025-04-11'}"
002828,贝肯能源,0.986,2025-12-31,10.66,10.66,20.63,{},"{'起点当周量比': 1.65, '起点前10周均量': 503178.0, '起点前20周均量': 505288.0, '起点前40周均量': 542088.0, '成交量萎缩程度': 1.0, '起点前40周最大量': 1861200.0, '最大量对应最低价': 8.74, '最大量对应日期': '2024-11-08', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.45, '价格相对位置': 109.21, '相对高点跌幅': -2.87, '起点前20周最高价': 9.76, '起点前20周最低价': 6.72, '起点前40周最高价': 10.75, '起点前40周最低价': 6.72, '起点前20周波动幅度': 45.24, '价格相对MA5': 13.19, 'MA5值': 8.87, '价格相对MA10': 17.55, 'MA10值': 8.54, '价格相对MA20': 15.71, 'MA20值': 8.68, '价格相对MA40': 16.25, 'MA40值': 8.64, 'MA20斜率': 4.23, '起点前20周量价相关系数': 0.083, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 14.78, '起点前20周波动率': 16.15, '90%成本集中度': 6.72, '筹码集中度': 41.78, '盈利筹码比例': 153.08, '起点价格': 10.04, '起点日期': '2025-06-13'}"
002998,优彩资源,0.986,2025-12-31,7.55,7.55,20.22,{},"{'起点当周量比': 3.8, '起点前10周均量': 264304.0, '起点前20周均量': 209524.0, '起点前40周均量': 255082.0, '成交量萎缩程度': 1.26, '起点前40周最大量': 1112444.0, '最大量对应最低价': 5.72, '最大量对应日期': '2024-11-29', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.9, '价格相对位置': 124.88, '相对高点跌幅': -7.43, '起点前20周最高价': 6.73, '起点前20周最低价': 4.72, '起点前40周最高价': 6.93, '起点前40周最低价': 4.11, '起点前20周波动幅度': 42.58, '价格相对MA5': 14.15, 'MA5值': 6.33, '价格相对MA10': 16.9, 'MA10值': 6.19, '价格相对MA20': 20.98, 'MA20值': 5.98, '价格相对MA40': 28.35, 'MA40值': 5.63, 'MA20斜率': 11.83, '起点前20周量价相关系数': -0.103, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 14.59, '起点前20周波动率': 23.95, '90%成本集中度': 9.78, '筹码集中度': 51.41, '盈利筹码比例': 156.35, '起点价格': 7.23, '起点日期': '2025-05-30'}"
300600,国瑞科技,0.986,2025-12-31,14.9,14.9,43.84,{},"{'起点当周量比': 2.74, '起点前10周均量': 180150.0, '起点前20周均量': 137904.0, '起点前40周均量': 183926.0, '成交量萎缩程度': 1.31, '起点前40周最大量': 416767.0, '最大量对应最低价': 6.61, '最大量对应日期': '2024-10-11', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 1.18, '价格相对位置': 116.79, '相对高点跌幅': -4.8, '起点前20周最高价': 9.16, '起点前20周最低价': 6.54, '起点前40周最高价': 9.16, '起点前40周最低价': 5.21, '起点前20周波动幅度': 40.06, '价格相对MA5': 13.56, 'MA5值': 8.45, '价格相对MA10': 14.65, 'MA10值': 8.37, '价格相对MA20': 23.93, 'MA20值': 7.75, '价格相对MA40': 33.36, 'MA40值': 7.2, 'MA20斜率': 20.6, '起点前20周量价相关系数': -0.018, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 13.5, '起点前20周波动率': 33.58, '90%成本集中度': 12.41, '筹码集中度': 50.03, '盈利筹码比例': 130.8, '起点价格': 9.6, '起点日期': '2025-05-16'}"
300889,爱克股份,0.986,2025-12-31,20.7,20.7,30.3,{},"{'起点当周量比': 1.7, '起点前10周均量': 235211.0, '起点前20周均量': 191027.0, '起点前40周均量': 193146.0, '成交量萎缩程度': 1.23, '起点前40周最大量': 610538.0, '最大量对应最低价': 11.94, '最大量对应日期': '2025-06-27', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.65, '价格相对位置': 106.41, '相对高点跌幅': -2.56, '起点前20周最高价': 14.44, '起点前20周最低价': 8.67, '起点前40周最高价': 14.44, '起点前40周最低价': 8.21, '起点前20周波动幅度': 66.55, '价格相对MA5': 9.38, 'MA5值': 13.54, '价格相对MA10': 14.39, 'MA10值': 12.95, '价格相对MA20': 22.13, 'MA20值': 12.13, '价格相对MA40': 32.45, 'MA40值': 11.18, 'MA20斜率': 24.06, '起点前20周量价相关系数': 0.283, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 15.18, '起点前20周波动率': 35.54, '90%成本集中度': 14.84, '筹码集中度': 68.71, '盈利筹码比例': 130.0, '起点价格': 14.81, '起点日期': '2025-08-08'}"
603135,中重科技,0.986,2025-12-31,9.21,9.21,23.27,{},"{'起点当周量比': 2.03, '起点前10周均量': 230210.0, '起点前20周均量': 206741.0, '起点前40周均量': 141429.0, '成交量萎缩程度': 1.11, '起点前40周最大量': 469350.0, '最大量对应最低价': 8.67, '最大量对应日期': '2025-01-24', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 1.0, '价格相对位置': 70.61, '相对高点跌幅': 8.22, '起点前20周最高价': 10.59, '起点前20周最低价': 7.63, '起点前40周最高价': 10.59, '起点前40周最低价': 7.63, '起点前20周波动幅度': 38.79, '价格相对MA5': 9.95, 'MA5值': 8.84, '价格相对MA10': 5.81, 'MA10值': 9.19, '价格相对MA20': 7.02, 'MA20值': 9.08, '价格相对MA40': 7.34, 'MA40值': 9.06, 'MA20斜率': -0.36, '起点前20周量价相关系数': 0.36, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 20.33, '起点前20周波动率': 26.07, '90%成本集中度': 11.53, '筹码集中度': 55.95, '盈利筹码比例': 83.65, '起点价格': 9.72, '起点日期': '2025-02-07'}"
