股票代码,股票名称,匹配度,最佳买点日期,最佳买点价格,当前价格,市值,核心特征匹配,特征
688191,智洋创新,0.968,2025-12-31,32.18,32.18,74.55,{},"{'起点当周量比': 0.9, '起点前10周均量': 73874.0, '起点前20周均量': 92354.0, '起点前40周均量': 74895.0, '成交量萎缩程度': 0.8, '起点前40周最大量': 229735.0, '最大量对应最低价': 10.99, '最大量对应日期': '2024-11-08', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.29, '价格相对位置': 62.76, '相对高点跌幅': 14.04, '起点前20周最高价': 14.24, '起点前20周最低价': 8.87, '起点前40周最高价': 14.24, '起点前40周最低价': 8.87, '起点前20周波动幅度': 60.54, '价格相对MA5': 5.26, 'MA5值': 11.63, '价格相对MA10': 4.64, 'MA10值': 11.7, '价格相对MA20': 6.53, 'MA20值': 11.49, '价格相对MA40': 13.06, 'MA40值': 10.83, 'MA20斜率': 10.43, '起点前20周量价相关系数': 0.294, '起点当周价涨': 0, '起点当周量增': 1, '起点当周价涨量增': 0, '起点前10周波动率': 21.14, '起点前20周波动率': 42.8, '90%成本集中度': 17.63, '筹码集中度': 59.8, '盈利筹码比例': 76.2, '起点价格': 12.24, '起点日期': '2025-02-07'}"
003018,金富科技,0.966,2025-12-31,17.42,17.42,17.07,{},"{'起点当周量比': 0.99, '起点前10周均量': 123986.0, '起点前20周均量': 147691.0, '起点前40周均量': 141957.0, '成交量萎缩程度': 0.84, '起点前40周最大量': 522634.0, '最大量对应最低价': 7.3, '最大量对应日期': '2024-06-21', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.24, '价格相对位置': 71.7, '相对高点跌幅': 9.81, '起点前20周最高价': 10.5, '起点前20周最低价': 6.86, '起点前40周最高价': 10.5, '起点前40周最低价': 6.36, '起点前20周波动幅度': 53.06, '价格相对MA5': 5.01, 'MA5值': 9.02, '价格相对MA10': 1.8, 'MA10值': 9.3, '价格相对MA20': 7.85, 'MA20值': 8.78, '价格相对MA40': 17.36, 'MA40值': 8.07, 'MA20斜率': 13.46, '起点前20周量价相关系数': 0.199, '起点当周价涨': 0, '起点当周量增': 1, '起点当周价涨量增': 0, '起点前10周波动率': 19.1, '起点前20周波动率': 41.46, '90%成本集中度': 14.9, '筹码集中度': 49.55, '盈利筹码比例': 78.72, '起点价格': 9.47, '起点日期': '2025-02-07'}"
603155,新亚强,0.966,2025-12-31,17.13,17.13,54.09,{},"{'起点当周量比': 1.69, '起点前10周均量': 265015.0, '起点前20周均量': 252213.0, '起点前40周均量': 221240.0, '成交量萎缩程度': 1.05, '起点前40周最大量': 844432.0, '最大量对应最低价': 11.48, '最大量对应日期': '2024-07-12', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.53, '价格相对位置': 61.19, '相对高点跌幅': 14.6, '起点前20周最高价': 15.69, '起点前20周最低价': 9.79, '起点前40周最高价': 15.84, '起点前40周最低价': 9.15, '起点前20周波动幅度': 60.27, '价格相对MA5': 4.41, 'MA5值': 12.83, '价格相对MA10': 3.67, 'MA10值': 12.93, '价格相对MA20': 9.32, 'MA20值': 12.26, '价格相对MA40': 17.67, 'MA40值': 11.39, 'MA20斜率': 16.5, '起点前20周量价相关系数': 0.232, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 27.0, '起点前20周波动率': 45.36, '90%成本集中度': 18.49, '筹码集中度': 64.71, '盈利筹码比例': 74.07, '起点价格': 13.4, '起点日期': '2025-01-24'}"
603738,泰晶科技,0.966,2025-12-31,15.71,15.71,60.62,{},"{'起点当周量比': 0.69, '起点前10周均量': 546241.0, '起点前20周均量': 653423.0, '起点前40周均量': 529806.0, '成交量萎缩程度': 0.84, '起点前40周最大量': 1178564.0, '最大量对应最低价': 14.49, '最大量对应日期': '2024-11-08', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.32, '价格相对位置': 66.09, '相对高点跌幅': 11.17, '起点前20周最高价': 17.54, '起点前20周最低价': 11.76, '起点前40周最高价': 17.54, '起点前40周最低价': 11.76, '起点前20周波动幅度': 49.15, '价格相对MA5': 7.88, 'MA5值': 14.44, '价格相对MA10': 2.06, 'MA10值': 15.27, '价格相对MA20': 4.84, 'MA20值': 14.86, '价格相对MA40': 11.38, 'MA40值': 13.99, 'MA20斜率': 7.18, '起点前20周量价相关系数': 0.055, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 17.43, '起点前20周波动率': 37.68, '90%成本集中度': 15.67, '筹码集中度': 44.56, '盈利筹码比例': 82.37, '起点价格': 15.58, '起点日期': '2025-02-07'}"
002454,松芝股份,0.965,2025-12-31,8.71,8.71,54.61,{},"{'起点当周量比': 0.6, '起点前10周均量': 400007.0, '起点前20周均量': 508202.0, '起点前40周均量': 390923.0, '成交量萎缩程度': 0.79, '起点前40周最大量': 1458492.0, '最大量对应最低价': 6.31, '最大量对应日期': '2024-11-08', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.16, '价格相对位置': 66.67, '相对高点跌幅': 11.73, '起点前20周最高价': 7.67, '起点前20周最低价': 4.97, '起点前40周最高价': 7.67, '起点前40周最低价': 4.88, '起点前20周波动幅度': 54.33, '价格相对MA5': 8.25, 'MA5值': 6.25, '价格相对MA10': 4.35, 'MA10值': 6.49, '价格相对MA20': 7.23, 'MA20值': 6.31, '价格相对MA40': 14.55, 'MA40值': 5.91, 'MA20斜率': 9.14, '起点前20周量价相关系数': 0.22, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 17.75, '起点前20周波动率': 39.88, '90%成本集中度': 16.63, '筹码集中度': 65.16, '盈利筹码比例': 79.51, '起点价格': 6.77, '起点日期': '2025-02-07'}"
002668,TCL智家,0.965,2025-12-31,10.38,10.38,112.53,{},"{'起点当周量比': 0.53, '起点前10周均量': 1058674.0, '起点前20周均量': 1256479.0, '起点前40周均量': 1429859.0, '成交量萎缩程度': 0.84, '起点前40周最大量': 4178714.0, '最大量对应最低价': 11.06, '最大量对应日期': '2024-05-17', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.14, '价格相对位置': 66.27, '相对高点跌幅': 11.91, '起点前20周最高价': 14.11, '起点前20周最低价': 9.13, '起点前40周最高价': 14.11, '起点前40周最低价': 7.57, '起点前20周波动幅度': 54.55, '价格相对MA5': -2.97, 'MA5值': 12.81, '价格相对MA10': 1.56, 'MA10值': 12.24, '价格相对MA20': 6.92, 'MA20值': 11.62, '价格相对MA40': 18.15, 'MA40值': 10.52, 'MA20斜率': 17.26, '起点前20周量价相关系数': -0.06, '起点当周价涨': 0, '起点当周量增': 1, '起点当周价涨量增': 0, '起点前10周波动率': 21.51, '起点前20周波动率': 34.7, '90%成本集中度': 14.0, '筹码集中度': 38.21, '盈利筹码比例': 78.47, '起点价格': 12.43, '起点日期': '2025-02-07'}"
002925,盈趣科技,0.965,2025-12-31,16.94,16.94,123.84,{},"{'起点当周量比': 0.4, '起点前10周均量': 671714.0, '起点前20周均量': 534647.0, '起点前40周均量': 398186.0, '成交量萎缩程度': 1.26, '起点前40周最大量': 1423838.0, '最大量对应最低价': 14.13, '最大量对应日期': '2024-12-20', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.19, '价格相对位置': 60.44, '相对高点跌幅': 15.33, '起点前20周最高价': 17.42, '起点前20周最低价': 10.67, '起点前40周最高价': 17.42, '起点前40周最低价': 10.0, '起点前20周波动幅度': 63.26, '价格相对MA5': 7.46, 'MA5值': 13.73, '价格相对MA10': 3.26, 'MA10值': 14.29, '价格相对MA20': 8.62, 'MA20值': 13.58, '价格相对MA40': 15.87, 'MA40值': 12.73, 'MA20斜率': 10.14, '起点前20周量价相关系数': 0.349, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 22.04, '起点前20周波动率': 44.67, '90%成本集中度': 18.26, '筹码集中度': 62.45, '盈利筹码比例': 74.7, '起点价格': 14.75, '起点日期': '2025-02-07'}"
300536,农尚环境,0.965,2025-12-31,7.25,7.25,21.26,{},"{'起点当周量比': 1.09, '起点前10周均量': 559525.0, '起点前20周均量': 492002.0, '起点前40周均量': 465158.0, '成交量萎缩程度': 1.14, '起点前40周最大量': 1209522.0, '最大量对应最低价': 9.26, '最大量对应日期': '2025-07-04', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.5, '价格相对位置': 61.58, '相对高点跌幅': 12.19, '起点前20周最高价': 11.16, '起点前20周最低价': 7.62, '起点前40周最高价': 11.16, '起点前40周最低价': 5.25, '起点前20周波动幅度': 46.46, '价格相对MA5': 2.28, 'MA5值': 9.58, '价格相对MA10': 5.83, 'MA10值': 9.26, '价格相对MA20': 4.86, 'MA20值': 9.35, '价格相对MA40': 20.63, 'MA40值': 8.12, 'MA20斜率': 3.59, '起点前20周量价相关系数': 0.21, '起点当周价涨': 0, '起点当周量增': 0, '起点当周价涨量增': 0, '起点前10周波动率': 29.1, '起点前20周波动率': 29.1, '90%成本集中度': 11.31, '筹码集中度': 59.32, '盈利筹码比例': 75.21, '起点价格': 9.8, '起点日期': '2025-08-15'}"
600081,东风科技,0.965,2025-12-31,11.83,11.83,65.42,{},"{'起点当周量比': 0.78, '起点前10周均量': 335458.0, '起点前20周均量': 422098.0, '起点前40周均量': 278582.0, '成交量萎缩程度': 0.79, '起点前40周最大量': 1339304.0, '最大量对应最低价': 10.49, '最大量对应日期': '2024-11-15', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.2, '价格相对位置': 58.37, '相对高点跌幅': 16.26, '起点前20周最高价': 12.85, '起点前20周最低价': 7.83, '起点前40周最高价': 12.85, '起点前40周最低价': 7.83, '起点前20周波动幅度': 64.11, '价格相对MA5': 9.57, 'MA5值': 9.82, '价格相对MA10': 3.79, 'MA10值': 10.37, '价格相对MA20': 6.68, 'MA20值': 10.09, '价格相对MA40': 14.18, 'MA40值': 9.42, 'MA20斜率': 4.91, '起点前20周量价相关系数': 0.591, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 18.72, '起点前20周波动率': 38.25, '90%成本集中度': 15.4, '筹码集中度': 68.48, '盈利筹码比例': 81.21, '起点价格': 10.76, '起点日期': '2025-02-07'}"
300018,中元股份,0.964,2025-12-31,11.0,11.0,49.42,{},"{'起点当周量比': 0.65, '起点前10周均量': 775791.0, '起点前20周均量': 905993.0, '起点前40周均量': 656476.0, '成交量萎缩程度': 0.86, '起点前40周最大量': 2579095.0, '最大量对应最低价': 6.65, '最大量对应日期': '2024-11-15', '是否跌破最大量最低价': 0, '相对最大量最低价跌幅': 0, '起点量比最大量': 0.2, '价格相对位置': 63.73, '相对高点跌幅': 16.21, '起点前20周最高价': 8.39, '起点前20周最低价': 4.64, '起点前40周最高价': 8.39, '起点前40周最低价': 4.03, '起点前20周波动幅度': 80.82, '价格相对MA5': 8.09, 'MA5值': 6.5, '价格相对MA10': 2.79, 'MA10值': 6.84, '价格相对MA20': 8.05, 'MA20值': 6.51, '价格相对MA40': 25.91, 'MA40值': 5.58, 'MA20斜率': 16.06, '起点前20周量价相关系数': 0.209, '起点当周价涨': 1, '起点当周量增': 1, '起点当周价涨量增': 1, '起点前10周波动率': 21.44, '起点前20周波动率': 53.94, '90%成本集中度': 20.07, '筹码集中度': 64.87, '盈利筹码比例': 85.0, '起点价格': 7.03, '起点日期': '2025-02-07'}"
